date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:18	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:49:59%20GMT	https://www.markjsmith.com/case-debtor-free-tools	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/case-debtor-free-tools.1e6.delayed	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	48306/48306	------	200	untouched ('')	image/jpeg	date:Sun,%2025%20Feb%202024%2015:48:36%20GMT	https://www.markjsmith.com/hs-fs/hubfs/DCPS%20website/Mirosevich/richard%20mirosevich%20IMG-2850.jpg?width=667&height=500&name=richard%20mirosevich%20IMG-2850.jpg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hubfs/DCPS%20website/Mirosevich/richard%20mirosevich%20IMG-2850799d.jpg	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	19663/19663	------	200	untouched ('')	image/jpeg	date:Sun,%2025%20Feb%202024%2015:48:36%20GMT	https://www.markjsmith.com/hs-fs/hubfs/DCPS%20website/Mirosevich/Richard%20Mirosevich%20IMG_3020.jpeg?width=323&height=400&name=Richard%20Mirosevich%20IMG_3020.jpeg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hubfs/DCPS%20website/Mirosevich/Richard%20Mirosevich%20IMG_302064ff.jpg	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:09%20GMT	https://www.markjsmith.com/blog/GET	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/GET.1eb.delayed	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	202430/202430	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:50:02%20GMT	https://www.markjsmith.com/blog/2021/12/many-rs-podcast-s1e8	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/2021/12/many-rs-podcast-s1e8.html	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	165384/165384	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:50:04%20GMT	https://www.markjsmith.com/blog/products-services/blog/podcast	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/products-services/blog/podcast.html	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	48195/48195	------	200	untouched ('')	image/jpeg	etag:%22b7ea0277eb35274d7f75d085c6a9f183%22	https://www.markjsmith.com/hubfs/Imported_Blog_Media/Retro-podcast-microphone-on-table-Jan-10-2022-11-10-57-39-PM.jpg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/Imported_Blog_Media/Retro-podcast-microphone-on-table-Jan-10-2022-11-10-57-39-PM.jpg	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	139894/139894	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:23:14%20GMT	https://www.markjsmith.com/blog/author/admin	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/author/admin.html	(from https://www.markjsmith.com/blog/richard-andrew-mirosevich-and-the-single-mum)
20:25:18	3055779/3055779	------	200	untouched ('')	image/jpeg	etag:%2295d96ee9d427695269f93aff64c42533%22	https://www.markjsmith.com/hubfs/markjsmithcom/240802_SWA09992.jpg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/markjsmithcom/240802_SWA09992.jpg	(from https://www.markjsmith.com/en/contact-us)
20:25:18	0/-1	---M--	307	error ('')			https://www.markjsmith.com/en/home?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/home.1edc6eb.delayed	(from https://www.markjsmith.com/en/contact-us)
20:25:18	0/-1	---M--	307	error ('')			https://www.markjsmith.com/en/home?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/home.1eec6eb.delayed	(from https://www.markjsmith.com/en/contact-us)
20:25:18	0/0	------	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2026%20Nov%202024%2014:50:11%20GMT	https://www.markjsmith.com/en/contact-us?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/contact-us.1f0c6eb.delayed	(from https://www.markjsmith.com/en/contact-us)
20:25:18	18949/18949	------	200	untouched ('')	application/javascript	etag:W/%2249dc870f22dc7e8bef174360be6097bc%22	https://js.hscta.net/cta/current.js	C:/Mes%20Sites%20Web/mjs2/js.hscta.net/cta/current.js	(from https://www.markjsmith.com/en/contact-us)
20:25:18	1494/1494	------	200	untouched ('OK')	text/css	etag:W/%22662f67b02dff7b9cb6ddb57df7213469%22	https://www.markjsmith.com/hs-fs/hub/4799618/hub_generated/template_assets/156233367430/1730836599309/CLEAN_x_markjsmithcom/css/modules/mm-accordion.min.css	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hub/4799618/hub_generated/template_assets/156233367430/1730836599309/CLEAN_x_markjsmithcom/css/modules/mm-accordion.min.css	(from https://www.markjsmith.com/got-a-story)
20:25:18	163370/163370	------	200	untouched ('')	image/jpeg	etag:%22fff6e7393f9f8580be4a2fb182d42173%22	https://www.markjsmith.com/hubfs/london%20scene%20crowded%204ba6b152-550f-4d40-870f-d8aa5f899f36.jpeg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/london%20scene%20crowded%204ba6b152-550f-4d40-870f-d8aa5f899f36.jpg	(from https://www.markjsmith.com/got-a-story)
20:25:18	0/-1	---M--	307	error ('')			https://www.markjsmith.com/en/home?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/home.1f3c6eb.delayed	(from https://www.markjsmith.com/got-a-story)
20:25:18	0/-1	---M--	307	error ('')			https://www.markjsmith.com/en/home?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/home.1f4c6eb.delayed	(from https://www.markjsmith.com/got-a-story)
20:25:18	34652/34652	------	200	untouched ('')	application/javascript	etag:W/%22e6bee258dafc2f59657b67e7a47f1434%22	https://js.hsforms.net/forms/embed/4799618.js	C:/Mes%20Sites%20Web/mjs2/js.hsforms.net/forms/embed/4799618.js	(from https://www.markjsmith.com/got-a-story)
20:25:18	0/-1	---M--	307	error ('')			https://www.markjsmith.com/got-a-story?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/got-a-story.1f6c6eb.delayed	(from https://www.markjsmith.com/got-a-story)
20:25:18	2010/2010	------	200	untouched ('OK')	text/css	etag:W/%22b1441d99e7b0d2f0d4d519a428242d85%22	https://www.markjsmith.com/hs-fs/hub/4799618/hub_generated/template_assets/107102584496/1730836549279/CLEAN_x_markjsmithcom/css/modules/row-flexi-cards.min.css	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hub/4799618/hub_generated/template_assets/107102584496/1730836549279/CLEAN_x_markjsmithcom/css/modules/row-flexi-cards.min.css	(from https://www.markjsmith.com/tip-mark-smith)
20:25:18	0/-1	---M--	307	error ('')			https://www.markjsmith.com/en/home?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/home.1f8c6eb.delayed	(from https://www.markjsmith.com/tip-mark-smith)
20:25:18	0/-1	---M--	307	error ('')			https://www.markjsmith.com/en/home?hsLang=en	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/home.1f9c6eb.delayed	(from https://www.markjsmith.com/tip-mark-smith)
20:25:19	6617506/6617506	------	200	untouched ('')	image/jpeg	etag:%2256f512edfcc29bf0772e8ccb829218b1%22	https://www.markjsmith.com/hubfs/markjsmithcom/240802_SWA09995.jpg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/markjsmithcom/240802_SWA09995.jpg	(from https://www.markjsmith.com/tip-mark-smith)
20:25:19	11674/11674	------	200	untouched ('')	application/javascript	etag:W/%221264ad6ee0bafa3715e8e086aafb9c54%22	https://www.markjsmith.com/hs-fs/hub/4799618/hub_generated/template_assets/107103480654/1730836546594/CLEAN_x_markjsmithcom/js/parallax.min.js	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hub/4799618/hub_generated/template_assets/107103480654/1730836546594/CLEAN_x_markjsmithcom/js/parallax.min.js	(from https://www.markjsmith.com/tip-mark-smith)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:32%20GMT	https://www.markjsmith.com/blog/tag/nfg-sarl	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/nfg-sarl.205.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	49540/49540	------	200	untouched ('OK')	text/html	date:Sun,%2024%20Nov%202024%2010:49:16%20GMT	https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster?hs_amp=true	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster3d9f.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	352820/352820	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:13:15%20GMT	https://www.markjsmith.com/blog/tag/shysters	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/shysters.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	352838/352838	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:22:53%20GMT	https://www.markjsmith.com/blog/tag/securities	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/securities.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	353124/353124	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:22:55%20GMT	https://www.markjsmith.com/blog/tag/secretary-of-energy-advisory-board	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/secretary-of-energy-advisory-board.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	353018/353018	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:24:06%20GMT	https://www.markjsmith.com/blog/tag/world-entrepreneur-of-the-year	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/world-entrepreneur-of-the-year.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	353045/353045	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:24:02%20GMT	https://www.markjsmith.com/blog/tag/secretary-of-energyadvisory-board	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/secretary-of-energyadvisory-board.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	352910/352910	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:17:48%20GMT	https://www.markjsmith.com/blog/tag/youtube-violations	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/youtube-violations.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	311962/311962	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:17:10%20GMT	https://www.markjsmith.com/blog/tag/forgery	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/forgery.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:34%20GMT	https://www.markjsmith.com/blog/tag/samia-a-r-mansour-loutfy	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/samia-a-r-mansour-loutfy.206.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	352865/352865	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:22:32%20GMT	https://www.markjsmith.com/blog/tag/key-documents	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/key-documents.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:35%20GMT	https://www.markjsmith.com/blog/tag/securities-and-commodities-authority	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/securities-and-commodities-authority.207.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:37%20GMT	https://www.markjsmith.com/blog/tag/newpoint-reinsurance	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/newpoint-reinsurance.208.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:38%20GMT	https://www.markjsmith.com/blog/tag/newpoint-financial-corp-de-usa	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/newpoint-financial-corp-de-usa.209.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:43%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/sheikha-salama-bint-sultan-bin-zayed-al-nahyan	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/sheikha-salama-bint-sultan-bin-zayed-al-nahyan.20d.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	201924/201924	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:12:48%20GMT	https://www.markjsmith.com/blog/tag/keith-beekmeyer	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/keith-beekmeyer.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	201858/201858	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2010:22:14%20GMT	https://www.markjsmith.com/blog/tag/andy-bye	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/tag/andy-bye.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	20799/20799	------	200	untouched ('')	image/jpeg	etag:%226ddc08d2b7ec79114aef4fd723678047%22	https://www.markjsmith.com/hubfs/Salama%20278776784_7272552616149512_343383163691272513_n%20copy.jpeg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/Salama%20278776784_7272552616149512_343383163691272513_n%20copy.jpg	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:45%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/steve-papermasters-bankrupt-estate-part-1	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/steve-papermasters-bankrupt-estate-part-1.20e.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:47%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/who-forged-this-document	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/who-forged-this-document.20f.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:48%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/nby-networks	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/nby-networks.210.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	156/156	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:52%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/two-s-holdings	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/two-s-holdings.215.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	176279/176279	------	200	untouched ('')	image/png	date:Wed,%2014%20Aug%202024%2003:08:05%20GMT	https://www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.07.50%20PM.png?width=864&height=973&name=Screenshot%202024-08-14%20at%201.07.50%20PM.png	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.07.50%20PMfbb7.png	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	34761/34761	------	200	untouched ('')	image/png	date:Wed,%2014%20Aug%202024%2003:10:28%20GMT	https://www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.09.31%20PM.png?width=850&height=481&name=Screenshot%202024-08-14%20at%201.09.31%20PM.png	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.09.31%20PM9646.png	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	62589/62589	------	200	untouched ('')	image/png	date:Wed,%2014%20Aug%202024%2003:10:28%20GMT	https://www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.09.44%20PM.png?width=920&height=933&name=Screenshot%202024-08-14%20at%201.09.44%20PM.png	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.09.44%20PM209f.png	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	72024/72024	------	200	untouched ('')	image/png	date:Wed,%2014%20Aug%202024%2003:10:28%20GMT	https://www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.10.09%20PM.png?width=918&height=929&name=Screenshot%202024-08-14%20at%201.10.09%20PM.png	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hs-fs/hubfs/Screenshot%202024-08-14%20at%201.10.09%20PMd170.png	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:53%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/greg-norman	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/greg-norman.216.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:50:54%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/robert-aranda-jr	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/tag/robert-aranda-jr.217.delayed	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	202939/202939	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:50:58%20GMT	https://www.markjsmith.com/blog/greg-norman-nby-networks-partners-steve-papermaster-nano-cures-craft-1861	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/greg-norman-nby-networks-partners-steve-papermaster-nano-cures-craft-1861.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	63072/63072	------	200	untouched ('')	image/webp	etag:%22024c562f78ec916c6aa8cd216b482283%22	https://www.markjsmith.com/hubfs/stevenpapermaster.com/gregnorman.webp	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/stevenpapermaster.com/gregnorman.webp	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	192720/192720	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:51:03%20GMT	https://www.markjsmith.com/blog/who-forged-this-document	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/who-forged-this-document.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	96805/96805	------	200	untouched ('')	image/jpeg	etag:%22908762d4ecadec10d2597552394e9c18%22	https://www.markjsmith.com/hubfs/AI-Generated%20Media/Images/a%20person%20forging%20documents%20in%20Dubai.jpeg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/AI-Generated%20Media/Images/a%20person%20forging%20documents%20in%20Dubai.jpg	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	190051/190051	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:51:06%20GMT	https://www.markjsmith.com/blog/public-service-announcement-wwwstevepapermastercom	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/public-service-announcement-wwwstevepapermastercom.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109317/109317	------	200	untouched ('')	image/jpeg	etag:%22ae558d18b7a5579e018d564f554097b4%22	https://www.markjsmith.com/hubfs/AI-Generated%20Media/Images/The%20image%20is%20a%20public%20service%20announcement%20about%20a%20website%20takeover-1.jpeg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/AI-Generated%20Media/Images/The%20image%20is%20a%20public%20service%20announcement%20about%20a%20website%20takeover-1.jpg	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	279420/279420	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:51:08%20GMT	https://www.markjsmith.com/blog/2023/01/many-rs-podcast-s2e2-part-2-take-19	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/2023/01/many-rs-podcast-s2e2-part-2-take-19.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	185432/185432	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:51:10%20GMT	https://www.markjsmith.com/blog/who-is-alexander-vanderhey-part-1	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/who-is-alexander-vanderhey-part-1.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	122134/122134	------	200	untouched ('')	image/jpeg	etag:%22f898114971d15b091aa2040e1672d9d1%22	https://www.markjsmith.com/hubfs/AI-Generated%20Media/Images/Guessing%20competition.jpeg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/AI-Generated%20Media/Images/Guessing%20competition.jpg	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	175630/175630	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:51:12%20GMT	https://www.markjsmith.com/blog/steves-photo-gallery	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/steves-photo-gallery.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	127788/127788	------	200	untouched ('')	image/jpeg	etag:%22ba71e270876e83b3526c874873d4dc71%22	https://www.markjsmith.com/hubfs/134b8b9f-e12e-4c4f-8b59-62daed10d3c2.jpeg	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/hubfs/134b8b9f-e12e-4c4f-8b59-62daed10d3c2.jpg	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	176313/176313	------	200	untouched ('OK')	text/html	date:Tue,%2026%20Nov%202024%2014:51:15%20GMT	https://www.markjsmith.com/blog/steve-papermasters-bankrupt-estate-part-1	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/blog/steve-papermasters-bankrupt-estate-part-1.html	(from https://www.markjsmith.com/blog/sheikha-salama-bint-sultan-bin-zayed-al-nahyan-and-two-s-holdings-and-steven-papermaster)
20:25:19	109385/109385	------	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Nov%202024%2014:51:27%20GMT	https://www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/who-is-alexander-vanderhey-part-1	C:/Mes%20Sites%20Web/mjs2/www.markjsmith.com/en/steven-g-papermaster-nano-cures-global-blog/who-is-alexander-vanderhey-part-1.22c.delayed	(from https://www.markjsmith.com/blog/steve-papermaster-the-58m-debt-man)
